路線番号,trip_id,stop_sequence,stop_id,arrival_time,departure_time,pickup_type,drop_type,shape_dist_trabel,説明(日本語),説明(英語),標準地域コード
1,1,1,86,8:00:00,8:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,2,89,8:03:00,8:03:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,3,90,8:03:59,8:03:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,4,91,8:05:59,8:05:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,5,272,8:07:00,8:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,6,273,8:09:00,8:09:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,7,274,8:09:59,8:09:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,8,275,8:11:00,8:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,9,276,8:13:00,8:13:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,10,277,8:15:00,8:15:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,11,278,8:16:00,8:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,12,204,8:17:00,8:17:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,13,205,8:18:00,8:18:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,14,95,8:19:00,8:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,15,4,8:20:00,8:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,16,266,8:21:00,8:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,17,1,8:22:00,8:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,18,37,8:24:59,8:24:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,19,267,8:26:59,8:26:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,20,268,8:28:00,8:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,21,253,8:30:00,8:30:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,22,269,8:31:00,8:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,23,270,8:32:00,8:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,24,271,8:33:00,8:33:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,1,25,86,8:36:00,8:36:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,1,37,8:03:59,8:03:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,2,1,8:07:00,8:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,3,283,8:07:59,8:07:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,4,3,8:09:00,8:09:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,5,141,8:09:59,8:09:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,6,187,8:11:00,8:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,7,188,8:11:59,8:11:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,8,284,8:13:00,8:13:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,9,285,8:13:59,8:13:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,10,276,8:16:00,8:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,11,286,8:19:00,8:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,12,287,8:20:00,8:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,13,272,8:22:00,8:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,14,22,8:23:00,8:23:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,15,23,8:24:59,8:24:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,16,24,8:26:00,8:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,17,25,8:26:59,8:26:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,18,26,8:28:00,8:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,19,27,8:28:59,8:28:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,20,279,8:32:00,8:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,21,280,8:33:00,8:33:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,22,269,8:34:00,8:34:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,23,232,8:35:00,8:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,24,281,8:37:00,8:37:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,25,282,8:38:00,8:38:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,26,37,8:40:00,8:40:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,2,27,1,8:43:00,8:43:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,1,27,8:20:00,8:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,2,279,8:23:00,8:23:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,3,280,8:24:00,8:24:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,4,269,8:24:59,8:24:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,5,232,8:26:00,8:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,6,281,8:28:00,8:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,7,282,8:28:59,8:28:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,8,37,8:31:00,8:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,9,1,8:34:00,8:34:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,10,283,8:35:00,8:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,11,3,8:36:00,8:36:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,12,141,8:37:00,8:37:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,13,187,8:38:00,8:38:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,14,188,8:39:00,8:39:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,15,284,8:40:00,8:40:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,16,285,8:41:00,8:41:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,17,276,8:43:00,8:43:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,18,286,8:46:00,8:46:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,19,287,8:46:59,8:46:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,20,272,8:48:59,8:48:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,3,21,22,8:50:00,8:50:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,1,22,9:55:00,9:55:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,2,23,9:57:00,9:57:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,3,24,9:58:00,9:58:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,4,25,9:59:00,9:59:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,5,26,10:00:00,10:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,6,27,10:01:00,10:01:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,7,279,10:04:00,10:04:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,8,280,10:05:00,10:05:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,9,269,10:06:00,10:06:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,10,232,10:07:00,10:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,11,281,10:09:00,10:09:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,12,282,10:10:00,10:10:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,13,38,10:12:00,10:12:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,14,81,10:14:00,10:14:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,15,37,10:16:00,10:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,16,1,10:19:00,10:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,17,283,10:20:00,10:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,18,3,10:21:00,10:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,19,141,10:22:00,10:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,20,187,10:23:00,10:23:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,21,188,10:24:00,10:24:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,22,284,10:24:59,10:24:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,23,285,10:26:00,10:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,24,276,10:28:00,10:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,25,286,10:31:00,10:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,26,287,10:32:00,10:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,27,272,10:34:00,10:34:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,4,28,22,10:35:00,10:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,1,1,9:55:00,9:55:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,2,283,9:56:00,9:56:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,3,3,9:57:00,9:57:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,4,141,9:58:00,9:58:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,5,187,9:59:00,9:59:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,6,188,10:00:00,10:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,7,284,10:01:00,10:01:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,8,285,10:02:00,10:02:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,9,276,10:04:00,10:04:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,10,286,10:07:00,10:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,11,287,10:08:00,10:08:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,12,272,10:10:00,10:10:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,13,22,10:11:00,10:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,14,23,10:13:00,10:13:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,15,24,10:14:00,10:14:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,16,25,10:15:00,10:15:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,17,26,10:16:00,10:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,18,27,10:17:00,10:17:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,19,279,10:20:00,10:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,20,280,10:21:00,10:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,21,269,10:22:00,10:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,22,232,10:23:00,10:23:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,23,281,10:24:59,10:24:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,24,282,10:26:00,10:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,25,38,10:28:00,10:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,26,81,10:30:00,10:30:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,27,37,10:32:00,10:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,5,28,1,10:35:00,10:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,1,1,10:41:00,10:41:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,2,37,10:44:00,10:44:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,3,38,10:48:00,10:48:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,4,81,10:50:00,10:50:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,5,267,10:51:00,10:51:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,6,268,10:52:00,10:52:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,7,253,10:54:00,10:54:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,8,269,10:55:00,10:55:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,9,270,10:56:00,10:56:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,10,271,10:57:00,10:57:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,11,86,11:00:00,11:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,12,87,11:01:00,11:01:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,13,88,11:02:00,11:02:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,14,89,11:03:00,11:03:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,15,90,11:04:00,11:04:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,16,91,11:06:00,11:06:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,17,272,11:07:00,11:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,18,273,11:09:00,11:09:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,19,274,11:09:59,11:09:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,20,275,11:11:00,11:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,21,276,11:13:00,11:13:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,22,277,11:15:00,11:15:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,23,278,11:16:00,11:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,24,204,11:17:00,11:17:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,25,205,11:18:00,11:18:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,26,95,11:19:00,11:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,27,4,11:20:00,11:20:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,28,266,11:21:00,11:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,29,1,11:22:00,11:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,6,30,37,11:25:00,11:25:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,1,27,10:52:00,10:52:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,2,279,10:55:00,10:55:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,3,280,10:56:00,10:56:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,4,269,10:57:00,10:57:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,5,232,10:58:00,10:58:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,6,281,11:00:00,11:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,7,282,11:01:00,11:01:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,8,38,11:03:00,11:03:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,9,81,11:05:00,11:05:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,10,37,11:07:00,11:07:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,11,1,11:09:59,11:09:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,12,283,11:11:00,11:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,13,3,11:11:59,11:11:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,14,141,11:13:00,11:13:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,15,187,11:13:59,11:13:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,16,188,11:15:00,11:15:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,17,284,11:16:00,11:16:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,18,285,11:17:00,11:17:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,19,276,11:19:00,11:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,20,286,11:22:00,11:22:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,21,287,11:23:00,11:23:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,22,272,11:25:00,11:25:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,23,22,11:26:00,11:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,24,23,11:28:00,11:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,25,24,11:29:00,11:29:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,26,25,11:30:00,11:30:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,27,26,11:31:00,11:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,7,28,27,11:32:00,11:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,1,1,12:24:00,12:24:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,2,37,12:26:59,12:26:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,3,38,12:31:00,12:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,4,81,12:33:00,12:33:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,5,267,12:34:00,12:34:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,6,268,12:35:00,12:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,7,253,12:37:00,12:37:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,8,269,12:38:00,12:38:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,9,270,12:39:00,12:39:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,10,271,12:40:00,12:40:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,11,86,12:43:00,12:43:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,12,87,12:44:00,12:44:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,13,88,12:45:00,12:45:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,14,89,12:46:00,12:46:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,15,90,12:47:00,12:47:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,16,91,12:49:00,12:49:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,17,272,12:50:00,12:50:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,18,273,12:52:00,12:52:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,19,274,12:53:00,12:53:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,20,275,12:54:00,12:54:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,21,276,12:56:00,12:56:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,22,277,12:58:00,12:58:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,23,278,12:59:00,12:59:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,24,204,13:00:00,13:00:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,25,205,13:01:00,13:01:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,26,95,13:02:00,13:02:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,27,4,13:03:00,13:03:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,28,266,13:03:59,13:03:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,8,29,1,13:05:00,13:05:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,1,27,14:06:00,14:06:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,2,279,14:09:00,14:09:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,3,280,14:10:00,14:10:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,4,269,14:11:00,14:11:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,5,232,14:12:00,14:12:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,6,281,14:14:00,14:14:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,7,282,14:15:00,14:15:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,8,38,14:17:00,14:17:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,9,81,14:19:00,14:19:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,10,37,14:21:00,14:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,11,1,14:24:00,14:24:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,12,283,14:25:00,14:25:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,13,3,14:26:00,14:26:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,14,141,14:27:00,14:27:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,15,187,14:28:00,14:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,16,188,14:29:00,14:29:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,17,284,14:30:00,14:30:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,18,285,14:31:00,14:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,19,276,14:33:00,14:33:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,20,286,14:35:59,14:35:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,21,287,14:37:00,14:37:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,22,272,14:39:00,14:39:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,23,22,14:39:59,14:39:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,24,23,14:41:59,14:41:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,25,24,14:43:00,14:43:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,9,26,27,14:46:00,14:46:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,1,1,14:21:00,14:21:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,2,37,14:24:00,14:24:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,3,38,14:28:00,14:28:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,4,81,14:30:00,14:30:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,5,267,14:31:00,14:31:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,6,268,14:32:00,14:32:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,7,253,14:33:59,14:33:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,8,269,14:35:00,14:35:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,9,270,14:35:59,14:35:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,10,271,14:37:00,14:37:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,11,86,14:39:59,14:39:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,12,87,14:41:00,14:41:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,13,88,14:41:59,14:41:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,14,89,14:43:00,14:43:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,15,90,14:43:59,14:43:59,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,16,91,14:46:00,14:46:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,17,272,14:47:00,14:47:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,18,273,14:49:00,14:49:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,19,274,14:50:00,14:50:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,20,275,14:51:00,14:51:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,21,276,14:53:00,14:53:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,22,277,14:55:00,14:55:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,23,278,14:56:00,14:56:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,24,204,14:57:00,14:57:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
1,10,25,205,14:58:00,14:58:00,0,0,,,,http://statdb.nstac.go.jp/lod/sac/C18207
