stop_id,stop_name,バス停名称(英語),stop_code,stop_desc,説明(英語),stop_lat,stop_lon,zone_id,stop_url,parent_station,wheelchair_boarding,標準地域コード
91,嚮陽会館（南）,,,,,35.947071,136.180054,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
92,熊田（南）,,,,,35.948353,136.166306,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
93,石田中（西）,,,,,35.973766,136.158356,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
94,石田上（西）,,,,,35.978546,136.159765,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
95,公立丹南病院（２番のりば）,,,,,35.969696,136.178467,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
96,ふくしん神明支店前（三六町２丁目）（北）,,,,,35.972862,136.179453,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
97,住吉町１丁目,,,,,35.942054,136.180301,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
98,ひまわり公園,,,,,35.940343,136.179783,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
99,住吉町２丁目,,,,,35.939919,136.178207,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
100,ふれあいみんなの館・さばえ,,,,,35.937511,136.180222,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
101,舟津西,,,,,35.930817,136.178787,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
102,舟津町４丁目,,,,,35.934364,136.181473,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
103,宮前（サンドーム前）（北）,,,,,35.932438,136.188324,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
104,五郎丸南,,,,,35.932618,136.19141,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
105,定次団地,,,,,35.932568,136.193481,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
106,五郎丸口,,,,,35.935532,136.19133,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
107,宮前１丁目,,,,,35.935626,136.189034,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
108,ＪＲ鯖江駅東口,,,,,35.942774,136.189592,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
109,コスモスのまち新横江　新横江公民館前,,,,,35.941984,136.199784,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
110,斎藤病院前（出口）,,,,,35.944153,136.206268,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
111,新町,,,,,35.940716,136.207352,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
112,下新庄公民館,,,,,35.935406,136.209915,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
113,下新庄,,,,,35.931675,136.21228,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
114,鯖江東小学校（いきいき未来館）（南）,,,,,35.93882,136.198135,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
115,五郎丸（南）,,,,,35.939358,136.194275,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
116,ポケットパーク前,,,,,35.945302,136.185161,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
117,間部公ゆかりのまち鯖江　鯖江公民館,,,,,35.945354,136.183305,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
118,五郎丸（北）,,,,,35.939465,136.194275,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
119,鯖江東小学校（いきいき未来館）（北）,,,,,35.938938,136.198074,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
120,宮前（サンドーム前）（南）,,,,,35.932354,136.188293,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
121,幸道眼科前（幸町１丁目）（西）,,,,,35.974606,136.18074,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
122,Ａコープさばえ店前（丸山町１丁目）（西）,,,,,35.9786,136.182693,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
123,神明町５丁目（西）,,,,,35.980953,136.183929,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
124,丸山町公民館,,,,,35.982372,136.181915,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
125,東米岡（西）,,,,,35.986824,136.183243,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
126,つつじヶ丘,,,,,35.988171,136.183533,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
127,鳥羽３丁目,,,,,35.987968,136.186356,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
128,鳥羽２丁目（東）,,,,,35.988163,136.18779,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
129,鳥羽郵便局前（東）,,,,,35.986183,136.186768,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
130,鳥羽１丁目,,,,,35.985493,136.189636,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
131,東鳥羽,,,,,35.985512,136.200348,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
132,神中町３丁目（西）,,,,,35.973778,136.188578,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
133,神中児童センター,,,,,35.975132,136.187081,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
134,御幸グラウンド,,,,,35.976833,136.190063,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
135,御幸県住（北）,,,,,35.979123,136.193199,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
136,御幸北,,,,,35.978786,136.198654,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
137,鯖江村田製作所前（御幸東）,,,,,35.975391,136.197784,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
138,水落町３丁目東,,,,,35.967639,136.185805,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
139,水落町３丁目,,,,,35.966076,136.183476,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
140,水落町４丁目,,,,,35.969471,136.182945,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
141,公立丹南病院（１番のりば）,,,,,35.969646,136.178543,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
142,神中町２丁目（北）,,,,,35.971099,136.188299,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
143,越のゆ前（神中町２丁目東）（北）,,,,,35.969841,136.19281,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
144,神中町１丁目（北）,,,,,35.969021,136.195816,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
145,御幸県住（南）,,,,,35.979057,136.19326,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
146,神中町３丁目（東）,,,,,35.973726,136.188712,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
147,鳥羽郵便局前（西）,,,,,35.98613,136.186615,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
148,鳥羽２丁目（西）,,,,,35.988152,136.187683,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
149,東米岡（東）,,,,,35.98613,136.182983,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
150,神明町５丁目（東）,,,,,35.980957,136.184097,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
151,Ａコープさばえ店前（丸山町１丁目）（北）,,,,,35.978344,136.182739,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
152,幸道眼科前（幸町１丁目）（東）,,,,,35.97459,136.180893,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
153,JR北鯖江駅東口,,,,,35.971252,136.19873,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
154,高年大学,,,,,35.962826,136.206955,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
155,橋立,,,,,35.965256,136.209534,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
156,青葉台（北）,,,,,35.970039,136.211319,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
157,吉谷西（北）,,,,,35.969719,136.214844,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
158,吉谷（北）,,,,,35.969273,136.221085,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
159,吉谷東（北）,,,,,35.9706,136.224518,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
160,四方谷,,,,,35.977608,136.221466,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
161,南井口,,,,,35.979511,136.224487,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
162,南井,,,,,35.982769,136.225906,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
163,大正寺,,,,,35.984364,136.228714,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
164,ことぶき荘前（大野北）,,,,,35.976616,136.226868,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
165,別所,,,,,35.973362,136.241119,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
166,落井,,,,,35.953896,136.236332,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
167,吉谷東（南）,,,,,35.970509,136.224518,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
168,吉谷（南）,,,,,35.969177,136.221069,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
169,吉谷西（南）,,,,,35.969635,136.214798,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
170,青葉台（南）,,,,,35.969921,136.211258,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
171,みどり町（南）,,,,,35.972843,136.175079,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
172,西公園前（南）,,,,,35.973019,136.163101,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
173,石田中（南）,,,,,35.973141,136.158356,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
174,西石田（南）,,,,,35.973282,136.150757,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
175,石田下,,,,,35.97884,136.152832,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
176,石田上,,,,,35.978741,136.15947,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
177,西番,,,,,35.988052,136.168549,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
178,平和台団地,,,,,35.993099,136.170135,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
179,近松会館（北）,,,,,35.988445,136.174133,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
180,丸山町４丁目,,,,,35.984409,136.17688,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
181,中杉本ふれあい会館,,,,,35.982357,136.175598,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
182,近松会館（南）,,,,,35.988289,136.17424,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
183,西石田（北）,,,,,35.973412,136.150635,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
184,石田中（北）,,,,,35.97324,136.158859,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
185,西公園前（北）,,,,,35.973148,136.162842,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
186,みどり町（北）,,,,,35.972954,136.174911,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
187,北野町２丁目（東）,,,,,35.967941,136.17865,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
188,北野町１丁目（東）,,,,,35.964226,136.178604,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
189,北野口（南）,,,,,35.963867,136.176117,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
190,平井（南）,,,,,35.964085,136.166397,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
191,あすなろ,,,,,35.95562,136.15538,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
192,朝霞（南）,,,,,35.955498,136.14975,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
193,西和,,,,,35.955456,136.144699,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
194,西大井,,,,,35.958103,136.138412,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
195,持明寺,,,,,35.960049,136.1465,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
196,持明寺北,,,,,35.962456,136.147003,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
197,川去,,,,,35.964573,136.142197,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
198,川去町集落センター前,,,,,35.965767,136.143768,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
199,田村,,,,,35.963787,136.148544,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
200,吉川駐在所前,,,,,35.964012,136.157211,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
201,小泉団地,,,,,35.968723,136.161011,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
202,平井（北）,,,,,35.964165,136.166473,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
203,北野口（北）,,,,,35.964136,136.176518,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
204,北野町１丁目（西）,,,,,35.964123,136.178513,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
205,北野町２丁目（西）,,,,,35.967922,136.178528,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
206,有定町２丁目（東）,,,,,35.945572,136.176437,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
207,青武台,,,,,35.939556,136.172668,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
208,福井高専,,,,,35.937702,136.171204,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
209,下司,,,,,35.94112,136.1689,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
210,鳥井,,,,,35.942539,136.16774,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
211,丹南高校,,,,,35.95318,136.168928,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
212,豊小学校前,,,,,35.94392,136.151825,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
213,上氏家,,,,,35.941006,136.156601,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
214,上野田,,,,,35.942181,136.149185,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
215,漆原,,,,,35.943871,136.14386,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
216,石生谷,,,,,35.940727,136.135315,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
217,光道園（和田）,,,,,35.947475,136.138824,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
218,和田口,,,,,35.951176,136.142502,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
219,野田北（相生）,,,,,35.95126,136.146484,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
220,冬島（西）,,,,,35.953945,136.147156,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
221,朝霞（北）,,,,,35.955589,136.149857,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
222,あおい団地口,,,,,35.955772,136.159622,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
223,丹南橋西（丹南高校）,,,,,35.955971,136.167694,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
224,小黒町（東）,,,,,35.955364,136.175903,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
225,鯖江中学校（東）,,,,,35.951622,136.176102,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
226,鯖江中学校（西）,,,,,35.951591,136.175949,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
227,小黒町（西）,,,,,35.955231,136.175751,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
228,冬島（東）,,,,,35.95396,136.147263,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
229,有定町２丁目（西）,,,,,35.945503,136.1763,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
230,嚮陽会館内,,,,,35.947439,136.179367,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
231,旭町４丁目（西）,,,,,35.94965,136.187943,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
232,長泉寺（西）,,,,,35.953438,136.187836,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
233,新出（南）,,,,,35.954353,136.194138,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
234,東鯖江２丁目,,,,,35.949949,136.196448,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
235,横越（南）,,,,,35.946101,136.204977,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
236,横越西（南）,,,,,35.946323,136.202429,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
237,磯部（北）,,,,,35.958954,136.239853,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
238,ハニー東陽店（川島北）,,,,,35.948775,136.243872,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
239,中戸口南,,,,,35.958015,136.247162,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
240,中戸口,,,,,35.959641,136.247869,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
241,上戸口,,,,,35.969692,136.252777,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
242,上戸口北,,,,,35.972511,136.254852,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
243,西袋,,,,,35.958134,136.271027,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
244,椿坂,,,,,35.958549,136.274445,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
245,金谷,,,,,35.963818,136.284164,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
246,天屋橋,,,,,35.948025,136.30426,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
247,上河内,,,,,35.947067,136.307404,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
248,鉱泉前,,,,,35.945007,136.313995,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
249,磯部（南）,,,,,35.95882,136.239838,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
250,横越西（北）,,,,,35.946423,136.202386,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
251,横越（北）,,,,,35.946227,136.205009,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
252,新出（北）,,,,,35.954586,136.193832,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
