stop_id,stop_name,stop_code,stop_desc,stop_lat,stop_lon,zone_id,stop_url,parent_station,wheelchair_boarding
122,Ａコープさばえ店前（丸山町１丁目）（西）,,,35.9786,136.182693,z1,,,
123,神明町５丁目（西）,,,35.980953,136.183929,z1,,,
124,丸山町公民館,,,35.982372,136.181915,z1,,,
125,東米岡（西）,,,35.986824,136.183243,z1,,,
126,つつじヶ丘,,,35.988171,136.183533,z1,,,
127,鳥羽３丁目,,,35.987968,136.186356,z1,,,
128,鳥羽２丁目（東）,,,35.988163,136.18779,z1,,,
129,鳥羽郵便局前（東）,,,35.986183,136.186768,z1,,,
130,鳥羽１丁目,,,35.985493,136.189636,z1,,,
131,東鳥羽,,,35.985512,136.200348,z1,,,
132,神中町３丁目（西）,,,35.973778,136.188578,z1,,,
133,神中児童センター,,,35.975132,136.187081,z1,,,
134,御幸グラウンド,,,35.976833,136.190063,z1,,,
135,御幸県住（北）,,,35.979123,136.193199,z1,,,
136,御幸北,,,35.978786,136.198654,z1,,,
137,鯖江村田製作所前（御幸東）,,,35.975391,136.197784,z1,,,
138,水落町３丁目東,,,35.967639,136.185805,z1,,,
139,水落町３丁目,,,35.966076,136.183476,z1,,,
140,水落町４丁目,,,35.969471,136.182945,z1,,,
141,公立丹南病院（１番のりば）,,,35.969646,136.178543,z1,,,
142,神中町２丁目（北）,,,35.971099,136.188299,z1,,,
143,越のゆ前（神中町２丁目東）（北）,,,35.969841,136.19281,z1,,,
144,神中町１丁目（北）,,,35.969021,136.195816,z1,,,
145,御幸県住（南）,,,35.979057,136.19326,z1,,,
146,神中町３丁目（東）,,,35.973726,136.188712,z1,,,
147,鳥羽郵便局前（西）,,,35.98613,136.186615,z1,,,
148,鳥羽２丁目（西）,,,35.988152,136.187683,z1,,,
149,東米岡（東）,,,35.98613,136.182983,z1,,,
150,神明町５丁目（東）,,,35.980957,136.184097,z1,,,
151,Ａコープさばえ店前（丸山町１丁目）（北）,,,35.978344,136.182739,z1,,,
152,幸道眼科前（幸町１丁目）（東）,,,35.97459,136.180893,z1,,,
153,JR北鯖江駅東口,,,35.971252,136.19873,z1,,,
154,高年大学,,,35.962826,136.206955,z1,,,
155,橋立,,,35.965256,136.209534,z1,,,
156,青葉台（北）,,,35.970039,136.211319,z1,,,
157,吉谷西（北）,,,35.969719,136.214844,z1,,,
158,吉谷（北）,,,35.969273,136.221085,z1,,,
159,吉谷東（北）,,,35.9706,136.224518,z1,,,
160,四方谷,,,35.977608,136.221466,z1,,,
161,南井口,,,35.979511,136.224487,z1,,,
162,南井,,,35.982769,136.225906,z1,,,
163,大正寺,,,35.984364,136.228714,z1,,,
164,ことぶき荘前（大野北）,,,35.976616,136.226868,z1,,,
165,別所,,,35.973362,136.241119,z1,,,
166,落井,,,35.953896,136.236332,z1,,,
167,吉谷東（南）,,,35.970509,136.224518,z1,,,
168,吉谷（南）,,,35.969177,136.221069,z1,,,
169,吉谷西（南）,,,35.969635,136.214798,z1,,,
170,青葉台（南）,,,35.969921,136.211258,z1,,,
171,みどり町（南）,,,35.972843,136.175079,z1,,,
172,西公園前（南）,,,35.973019,136.163101,z1,,,
173,石田中（南）,,,35.973141,136.158356,z1,,,
174,西石田（南）,,,35.973282,136.150757,z1,,,
175,石田下,,,35.97884,136.152832,z1,,,
176,石田上,,,35.978741,136.15947,z1,,,
177,西番,,,35.988052,136.168549,z1,,,
178,平和台団地,,,35.993099,136.170135,z1,,,
179,近松会館（北）,,,35.988445,136.174133,z1,,,
180,丸山町４丁目,,,35.984409,136.17688,z1,,,
181,中杉本ふれあい会館,,,35.982357,136.175598,z1,,,
182,近松会館（南）,,,35.988289,136.17424,z1,,,
183,西石田（北）,,,35.973412,136.150635,z1,,,
184,石田中（北）,,,35.97324,136.158859,z1,,,
185,西公園前（北）,,,35.973148,136.162842,z1,,,
186,みどり町（北）,,,35.972954,136.174911,z1,,,
187,北野町２丁目（東）,,,35.967941,136.17865,z1,,,
188,北野町１丁目（東）,,,35.964226,136.178604,z1,,,
189,北野口（南）,,,35.963867,136.176117,z1,,,
190,平井（南）,,,35.964085,136.166397,z1,,,
191,あすなろ,,,35.95562,136.15538,z1,,,
192,朝霞（南）,,,35.955498,136.14975,z1,,,
193,西和,,,35.955456,136.144699,z1,,,
194,西大井,,,35.958103,136.138412,z1,,,
195,持明寺,,,35.960049,136.1465,z1,,,
196,持明寺北,,,35.962456,136.147003,z1,,,
197,川去,,,35.964573,136.142197,z1,,,
198,川去町集落センター前,,,35.965767,136.143768,z1,,,
199,田村,,,35.963787,136.148544,z1,,,
200,吉川駐在所前,,,35.964012,136.157211,z1,,,
201,小泉団地,,,35.968723,136.161011,z1,,,
202,平井（北）,,,35.964165,136.166473,z1,,,
203,北野口（北）,,,35.964136,136.176518,z1,,,
204,北野町１丁目（西）,,,35.964123,136.178513,z1,,,
205,北野町２丁目（西）,,,35.967922,136.178528,z1,,,
206,有定町２丁目（東）,,,35.945572,136.176437,z1,,,
207,青武台,,,35.939556,136.172668,z1,,,
208,福井高専,,,35.937702,136.171204,z1,,,
209,下司,,,35.94112,136.1689,z1,,,
210,鳥井,,,35.942539,136.16774,z1,,,
211,丹南高校,,,35.95318,136.168928,z1,,,
212,豊小学校前,,,35.94392,136.151825,z1,,,
213,上氏家,,,35.941006,136.156601,z1,,,
214,上野田,,,35.942181,136.149185,z1,,,
215,漆原,,,35.943871,136.14386,z1,,,
216,石生谷,,,35.940727,136.135315,z1,,,
217,光道園（和田）,,,35.947475,136.138824,z1,,,
218,和田口,,,35.951176,136.142502,z1,,,
219,野田北（相生）,,,35.95126,136.146484,z1,,,
220,冬島（西）,,,35.953945,136.147156,z1,,,
221,朝霞（北）,,,35.955589,136.149857,z1,,,
222,あおい団地口,,,35.955772,136.159622,z1,,,
223,丹南橋西（丹南高校）,,,35.955971,136.167694,z1,,,
224,小黒町（東）,,,35.955364,136.175903,z1,,,
225,鯖江中学校（東）,,,35.951622,136.176102,z1,,,
226,鯖江中学校（西）,,,35.951591,136.175949,z1,,,
227,小黒町（西）,,,35.955231,136.175751,z1,,,
228,冬島（東）,,,35.95396,136.147263,z1,,,
229,有定町２丁目（西）,,,35.945503,136.1763,z1,,,
230,嚮陽会館内,,,35.947439,136.179367,z1,,,
231,旭町４丁目（西）,,,35.94965,136.187943,z1,,,
232,長泉寺（西）,,,35.953438,136.187836,z1,,,
233,新出（南）,,,35.954353,136.194138,z1,,,
234,東鯖江２丁目,,,35.949949,136.196448,z1,,,
235,横越（南）,,,35.946101,136.204977,z1,,,
236,横越西（南）,,,35.946323,136.202429,z1,,,
237,磯部（北）,,,35.958954,136.239853,z1,,,
238,ハニー東陽店（川島北）,,,35.948775,136.243872,z1,,,
239,中戸口南,,,35.958015,136.247162,z1,,,
240,中戸口,,,35.959641,136.247869,z1,,,
241,上戸口,,,35.969692,136.252777,z1,,,
242,上戸口北,,,35.972511,136.254852,z1,,,
243,西袋,,,35.958134,136.271027,z1,,,
244,椿坂,,,35.958549,136.274445,z1,,,
245,金谷,,,35.963818,136.284164,z1,,,
246,天屋橋,,,35.948025,136.30426,z1,,,
247,上河内,,,35.947067,136.307404,z1,,,
248,鉱泉前,,,35.945007,136.313995,z1,,,
249,磯部（南）,,,35.95882,136.239838,z1,,,
250,横越西（北）,,,35.946423,136.202386,z1,,,
251,横越（北）,,,35.946227,136.205009,z1,,,
252,新出（北）,,,35.954586,136.193832,z1,,,
253,長泉寺（東）,,,35.95343,136.187927,z1,,,
254,旭町４丁目（東）,,,35.949696,136.188034,z1,,,
255,斎藤病院北（出口）,,,35.946449,136.207138,z1,,,
256,出口,,,35.947861,136.208008,z1,,,
257,中河駐在所前,,,35.949554,136.212036,z1,,,
258,花出（北）,,,35.949093,136.212769,z1,,,
259,原（北）,,,35.948425,136.219635,z1,,,
260,川島西,,,35.947102,136.22644,z1,,,
261,川島,,,35.946354,136.230469,z1,,,
262,川島東,,,35.944576,136.233948,z1,,,
263,ハニー東陽店前,,,35.948757,136.243942,z1,,,
264,原（南）,,,35.948376,136.219635,z1,,,
265,花出（南）,,,35.949036,136.212723,z1,,,
266,ふくしん神明支店前（北）,,,35.972881,136.179428,z1,,,
267,水落橋北（東）,,,35.966247,136.187596,z1,,,
268,ｱｲｱｲ鯖江（文化の館）（東）,,,35.961582,136.187347,z1,,,
269,ﾘﾊﾋﾞﾘﾃｰｼｮﾝ病院前,,,35.95026,136.187332,z1,,,
270,本町４丁目（東）,,,35.949444,136.185684,z1,,,
271,本山前（東）,,,35.946957,136.185425,z1,,,
272,有定町３丁目,,,35.948299,136.176921,z1,,,
273,道の駅西山公園（北）,,,35.948642,136.180653,z1,,,
274,西山公園（西）,,,35.949928,136.182587,z1,,,
275,パンダランド,,,35.951937,136.183352,z1,,,
276,市役所,,,35.956066,136.184708,z1,,,
277,鯖江郵便局（南）,,,35.95956,136.182968,z1,,,
278,水落町１丁目（西）,,,35.961048,136.177933,z1,,,
279,本山前（西）,,,35.94706,136.185318,z1,,,
280,本町４丁目（西）,,,35.949524,136.185623,z1,,,
281,ｱｲｱｲ鯖江（文化の館）（西）,,,35.961662,136.187271,z1,,,
282,水落橋北（西）,,,35.966259,136.187327,z1,,,
283,ふくしん神明支店前（南）,,,35.972775,136.179367,z1,,,
284,水落町１丁目（東）,,,35.961025,136.17804,z1,,,
285,鯖江郵便局（北）,,,35.959599,136.182571,z1,,,
286,西山公園（東）,,,35.950867,136.183197,z1,,,
287,道の駅西山公園（南）,,,35.948403,136.180505,z1,,,
